Operação,Tipo,No. Invoice,Incoterm,Origem,ID País Destino,Local Destino,ID Operador Logístico,Doc. Embarque (AWB / BL),Peso (kg),Volume (cbm),Tipo de serviço,Data da Coleta,Data da Entrega,Prazo Realizado,Prazo Contratado,Cód. Exceção
Importação,Aéreo,986286,EXW,DE-Germany,BR,Campinas,1146,954-781774,49.0,0.104,STANDARD,07/01/2023,21/01/2023,14,4,
Importação,Aéreo,986287,EXW,DE-Germany,BR,Campinas,1146,954-781775,1.8,0.022,STANDARD,07/01/2023,12/01/2023,5,4,
Importação,Aéreo,986288,EXW,CH-Switzerland,BR,Campinas,1146,954-781776,7.2,0.04,STANDARD,07/01/2023,13/01/2023,6,3,
Importação,Aéreo,986289,EXW,DE-Germany,BR,Campinas,1146,954-781777,2.2,0.015,STANDARD,08/01/2023,13/01/2023,5,4,
Importação,Aéreo,986290,EXW,DE-Germany,BR,Campinas,1146,954-781778,2034.9,3.533,STANDARD,08/01/2023,13/01/2023,5,4,
Importação,Aéreo,986291,EXW,DE-Germany,BR,Campinas,1146,954-781779,1441.8,2.654,STANDARD,08/01/2023,13/01/2023,5,4,
Importação,Aéreo,986292,EXW,DE-Germany,BR,Campinas,1146,954-781780,12.0,0.336,STANDARD,08/01/2023,15/01/2023,7,4,
Importação,Aéreo,986293,EXW,HU-Hungary,BR,Campinas,1146,954-781781,8.0,0.014,STANDARD,08/01/2023,15/01/2023,7,4,
Importação,Aéreo,986294,EXW,HU-Hungary,BR,Campinas,1146,954-781782,128.0,0.583,STANDARD,08/01/2023,13/01/2023,5,4,
Importação,Aéreo,986295,EXW,HU-Hungary,BR,Campinas,1146,954-781783,17.0,0.259,STANDARD,08/01/2023,13/01/2023,5,4,
Importação,Aéreo,986296,EXW,DE-Germany,BR,Campinas,1146,954-781784,405.0,3.6,STANDARD,08/01/2023,10/01/2023,2,4,
Importação,Aéreo,986297,FOB,DE-Germany,BR,Campinas,1146,954-781785,0.3,0.007,STANDARD,08/01/2023,12/01/2023,4,4,
Importação,Aéreo,986298,EXW,IT-Italy,BR,Sao Paulo,1147,954-781786,25.0,0.24,STANDARD,08/01/2023,16/01/2023,8,6,
Importação,Aéreo,986299,EXW,IT-Italy,BR,Sao Paulo,1147,954-781787,0.1,0.002,STANDARD,08/01/2023,16/01/2023,8,6,
Importação,Aéreo,986300,EXW,IT-Italy,BR,Sao Paulo,1147,954-781788,0.4,0.002,STANDARD,08/01/2023,16/01/2023,8,6,
Importação,Aéreo,986301,EXW,IT-Italy,BR,Sao Paulo,1147,954-781789,0.4,0.002,STANDARD,08/01/2023,16/01/2023,8,6,
Importação,Aéreo,986302,EXW,FR-France,BR,Sao Paulo,1147,954-781790,9.2,0.048,STANDARD,09/01/2023,12/01/2023,3,6,
Importação,Aéreo,986303,EXW,FR-France,BR,Sao Paulo,1147,954-781791,7.51,0.068,STANDARD,09/01/2023,12/01/2023,3,6,
Importação,Aéreo,986304,EXW,DE-Germany,BR,Curitiba,1146,954-781792,64.5,0.336,STANDARD,09/01/2023,13/01/2023,4,5,
Importação,Aéreo,986305,EXW,DE-Germany,BR,Campinas,1146,954-781793,139.0,0.407,STANDARD,09/01/2023,12/01/2023,3,4,
Importação,Aéreo,986306,EXW,DE-Germany,BR,Campinas,1146,954-781794,170.0,0.768,STANDARD,09/01/2023,12/01/2023,3,4,
Importação,Aéreo,986307,EXW,DE-Germany,BR,Campinas,1146,954-781795,108.0,0.12,STANDARD,09/01/2023,15/01/2023,6,4,
Importação,Aéreo,986308,EXW,DE-Germany,BR,Campinas,1146,954-781796,20.5,0.066,STANDARD,09/01/2023,12/01/2023,3,4,
Importação,Aéreo,986309,FOB,HU-Hungary,BR,Campinas,1146,954-781797,35.5,0.211,STANDARD,09/01/2023,10/01/2023,1,3,
Importação,Aéreo,986310,EXW,HU-Hungary,BR,Campinas,1146,954-781798,73.0,0.043,STANDARD,09/01/2023,12/01/2023,3,4,
Importação,Aéreo,986311,EXW,DE-Germany,BR,Campinas,1146,954-781799,24.6,0.288,STANDARD,09/01/2023,16/01/2023,7,4,
Importação,Aéreo,986312,EXW,DE-Germany,BR,Campinas,1146,954-781800,7.0,0.009,STANDARD,09/01/2023,12/01/2023,3,4,
Importação,Aéreo,986313,EXW,DE-Germany,BR,Campinas,1146,954-781801,1.7,0.018,STANDARD,09/01/2023,12/01/2023,3,4,
Importação,Aéreo,986314,EXW,DE-Germany,BR,Campinas,1146,954-781802,110.0,0.55,STANDARD,09/01/2023,12/01/2023,3,4,
Importação,Aéreo,986315,EXW,DE-Germany,BR,Campinas,1146,954-781803,0.9,0.009,STANDARD,09/01/2023,12/01/2023,3,4,
Importação,Aéreo,986316,EXW,DE-Germany,BR,Campinas,1146,954-781804,1758.0,2.856,STANDARD,09/01/2023,12/01/2023,3,4,
Importação,Aéreo,986317,EXW,DE-Germany,BR,Campinas,1146,954-781805,187.0,0.407,STANDARD,09/01/2023,12/01/2023,3,4,
Importação,Aéreo,986318,FOB,DE-Germany,BR,Campinas,1146,954-781806,13.6,0.012,STANDARD,09/01/2023,12/01/2023,3,4,
Importação,Aéreo,986319,EXW,DE-Germany,BR,Campinas,1146,954-781807,45.0,0.322,STANDARD,09/01/2023,12/01/2023,3,4,
Importação,Aéreo,986320,EXW,DE-Germany,BR,Campinas,1146,954-781808,22.7,0.097,STANDARD,09/01/2023,12/01/2023,3,4,
Importação,Aéreo,986321,EXW,DE-Germany,BR,Campinas,1146,954-781809,226.0,2.061,STANDARD,09/01/2023,12/01/2023,3,4,
Importação,Aéreo,986322,EXW,DE-Germany,BR,Campinas,1146,954-781810,24.1,0.156,STANDARD,09/01/2023,12/01/2023,3,4,
Importação,Aéreo,986323,EXW,DE-Germany,BR,Campinas,1146,954-781811,920.0,1.92,STANDARD,09/01/2023,15/01/2023,6,4,
Importação,Aéreo,986324,EXW,DE-Germany,BR,Campinas,1146,954-781812,108.5,0.247,STANDARD,09/01/2023,12/01/2023,3,4,
Importação,Aéreo,986325,EXW,FR-France,BR,Campinas,1147,954-781813,180.0,0.317,STANDARD,09/01/2023,14/01/2023,5,3,
Importação,Aéreo,986326,EXW,FR-France,BR,Campinas,1147,954-781814,67.0,0.24,STANDARD,09/01/2023,12/01/2023,3,4,
Importação,Aéreo,986327,EXW,ES-Spain,BR,Sao Paulo,1147,954-781815,99.0,0.192,STANDARD,09/01/2023,15/01/2023,6,5,
Importação,Aéreo,986328,EXW,GB-United Kingdom,BR,Campinas,1147,954-781816,192.0,1.831,EMERGENCY,09/01/2023,12/01/2023,3,4,
Importação,Aéreo,986329,EXW,GB-United Kingdom,BR,Campinas,1147,954-781817,192.0,1.831,EMERGENCY,09/01/2023,15/01/2023,6,4,
Importação,Aéreo,986330,EXW,FR-France,BR,Campinas,1147,954-781818,1170.0,1.999,STANDARD,10/01/2023,15/01/2023,5,4,
Importação,Aéreo,986331,EXW,FR-France,BR,Campinas,1147,954-781819,175.5,0.576,STANDARD,10/01/2023,17/01/2023,7,6,
Importação,Aéreo,986332,EXW,DE-Germany,BR,Campinas,1146,954-781820,236.8,0.672,STANDARD,10/01/2023,13/01/2023,3,5,E05
Importação,Aéreo,986333,EXW,HU-Hungary,BR,Campinas,1146,954-781821,16.0,0.094,STANDARD,10/01/2023,14/01/2023,4,4,E03
Importação,Aéreo,986334,EXW,DE-Germany,BR,Campinas,1146,954-781822,6.0,0.01,STANDARD,10/01/2023,13/01/2023,3,4,
Importação,Aéreo,986335,EXW,HU-Hungary,BR,Campinas,1146,954-781823,72.0,0.264,STANDARD,10/01/2023,12/01/2023,2,4,
Importação,Aéreo,986336,FOB,DE-Germany,BR,Campinas,1146,954-781824,115.0,0.938,STANDARD,10/01/2023,12/01/2023,2,4,
Importação,Aéreo,986337,FOB,DE-Germany,BR,Campinas,1146,954-781825,23.7,0.096,STANDARD,10/01/2023,12/01/2023,2,4,
Importação,Aéreo,986338,EXW,DE-Germany,BR,Campinas,1146,954-781826,116.7,0.178,STANDARD,10/01/2023,15/01/2023,5,4,
Importação,Aéreo,986339,EXW,DE-Germany,BR,Campinas,1146,954-781827,16.0,0.025,STANDARD,10/01/2023,12/01/2023,2,4,
Importação,Aéreo,986340,FOB,DE-Germany,BR,Campinas,1146,954-781828,130.0,0.216,STANDARD,10/01/2023,12/01/2023,2,4,
Importação,Aéreo,986341,EXW,DE-Germany,BR,Campinas,1146,954-781829,236.8,0.672,STANDARD,10/01/2023,15/01/2023,5,4,
Importação,Aéreo,986342,EXW,DE-Germany,BR,Campinas,1146,954-781830,0.9,0.004,STANDARD,10/01/2023,12/01/2023,2,4,
Importação,Aéreo,986343,EXW,DE-Germany,BR,Campinas,1146,954-781831,48.0,0.134,STANDARD,10/01/2023,12/01/2023,2,4,E06
Importação,Aéreo,986344,EXW,DE-Germany,BR,Campinas,1146,954-781832,3885.0,11.52,STANDARD,10/01/2023,14/01/2023,4,4,
Importação,Aéreo,986345,FOB,DE-Germany,BR,Campinas,1146,954-781833,0.3,0.007,STANDARD,10/01/2023,12/01/2023,2,4,
Importação,Aéreo,986346,EXW,DE-Germany,BR,Campinas,1146,954-781834,3.8,0.095,STANDARD,10/01/2023,12/01/2023,2,4,
Importação,Aéreo,986347,EXW,DE-Germany,BR,Campinas,1146,954-781835,135.0,1.2,STANDARD,10/01/2023,15/01/2023,5,4,
Importação,Aéreo,986348,EXW,DE-Germany,BR,Campinas,1146,954-781836,0.6,0.004,STANDARD,10/01/2023,15/01/2023,5,4,
Importação,Aéreo,986349,EXW,FR-France,BR,Campinas,1147,954-781837,314.0,0.874,EMERGENCY,10/01/2023,12/01/2023,2,4,
Importação,Aéreo,986350,EXW,FR-France,BR,Campinas,1147,954-781838,6.7,0.034,STANDARD,10/01/2023,14/01/2023,4,4,
Importação,Aéreo,986351,EXW,FR-France,BR,Sao Paulo,1147,954-781839,157.0,2.472,STANDARD,10/01/2023,15/01/2023,5,4,
Importação,Aéreo,986352,EXW,FR-France,BR,Campinas,1147,954-781840,135.0,1.2,STANDARD,10/01/2023,14/01/2023,4,4,
Importação,Aéreo,986353,EXW,DE-Germany,BR,Campinas,1146,954-781841,32.8,0.12,STANDARD,10/01/2023,13/01/2023,3,3,
Importação,Aéreo,986354,EXW,DE-Germany,BR,Campinas,1146,954-781842,157.0,1.26,STANDARD,10/01/2023,18/01/2023,8,4,
Importação,Aéreo,986355,EXW,DE-Germany,BR,Campinas,1146,954-781843,112.0,1.15,STANDARD,10/01/2023,23/01/2023,13,4,
Importação,Aéreo,986356,EXW,DE-Germany,BR,Sao Paulo,1146,954-781844,39.0,0.312,STANDARD,10/01/2023,15/01/2023,5,3,
Importação,Aéreo,986357,EXW,RO-Romania,BR,Sao Paulo,1148,954-781845,7.0,0.113,STANDARD,10/01/2023,12/01/2023,2,7,
Importação,Aéreo,986358,EXW,RO-Romania,BR,Sao Paulo,1148,954-781846,20.0,0.113,STANDARD,10/01/2023,23/01/2023,13,7,
Importação,Aéreo,986359,EXW,CH-Switzerland,BR,Campinas,1146,954-781847,0.4,0.009,STANDARD,10/01/2023,12/01/2023,2,3,
Importação,Aéreo,986360,EXW,GB-United Kingdom,BR,Sao Paulo,1147,954-781848,12.38,0.065,STANDARD,10/01/2023,15/01/2023,5,4,
Importação,Aéreo,986361,EXW,IT-Italy,BR,Sao Paulo,1147,954-781849,3.3,0.027,STANDARD,11/01/2023,15/01/2023,4,6,
Importação,Aéreo,986362,EXW,GB-United Kingdom,BR,Campinas,1147,954-781850,3.5,0.034,STANDARD,11/01/2023,15/01/2023,4,4,
Importação,Aéreo,986363,EXW,DE-Germany,BR,Campinas,1146,954-781851,4.5,0.072,STANDARD,12/01/2023,22/01/2023,10,5,
Importação,Aéreo,986364,EXW,HU-Hungary,BR,Campinas,1146,954-781852,11.9,0.018,STANDARD,12/01/2023,14/01/2023,2,4,
Importação,Aéreo,986365,EXW,DE-Germany,BR,Campinas,1146,954-781853,1267.0,1.472,STANDARD,13/01/2023,16/01/2023,3,4,
Importação,Aéreo,986366,EXW,DE-Germany,BR,Campinas,1146,954-781854,11.2,0.018,STANDARD,13/01/2023,16/01/2023,3,4,
Importação,Aéreo,986367,EXW,DE-Germany,BR,Campinas,1146,954-781855,17.0,0.13,STANDARD,13/01/2023,15/01/2023,2,4,
Importação,Aéreo,986368,EXW,DE-Germany,BR,Campinas,1146,954-781856,2713.1,4.685,STANDARD,13/01/2023,15/01/2023,2,4,
Importação,Aéreo,986369,EXW,DE-Germany,BR,Campinas,1146,954-781857,4.0,0.007,STANDARD,13/01/2023,15/01/2023,2,4,
Importação,Aéreo,986370,EXW,DE-Germany,BR,Campinas,1146,954-781858,0.3,0.004,STANDARD,13/01/2023,15/01/2023,2,4,E04
Importação,Aéreo,986371,EXW,DE-Germany,BR,Campinas,1146,954-781859,2.8,0.017,STANDARD,13/01/2023,15/01/2023,2,4,
Importação,Aéreo,986372,EXW,DE-Germany,BR,Campinas,1146,954-781860,135.0,1.2,STANDARD,13/01/2023,16/01/2023,3,4,
Importação,Aéreo,986373,EXW,DE-Germany,BR,Salvador,1146,954-781861,286.8,4.406,EMERGENCY,13/01/2023,15/01/2023,2,4,
Importação,Aéreo,986374,EXW,DE-Germany,BR,Campinas,1146,954-781862,1185.0,2.88,STANDARD,13/01/2023,15/01/2023,2,4,
Importação,Aéreo,986375,EXW,FR-France,BR,Sao Paulo,1147,954-781863,101.0,1.408,STANDARD,13/01/2023,16/01/2023,3,4,
Importação,Aéreo,986376,EXW,DE-Germany,BR,Campinas,1146,954-781864,0.4,0.008,STANDARD,13/01/2023,16/01/2023,3,4,
Importação,Aéreo,986377,EXW,DE-Germany,BR,Campinas,1146,954-781865,719.4,0.96,STANDARD,13/01/2023,15/01/2023,2,3,
Importação,Aéreo,986378,EXW,PL-Poland,BR,Campinas,1148,954-781866,2.0,0.031,STANDARD,13/01/2023,16/01/2023,3,7,
Importação,Aéreo,986379,EXW,RO-Romania,BR,Sao Paulo,1148,954-781867,64.0,0.37,STANDARD,13/01/2023,20/01/2023,7,7,
Importação,Aéreo,986380,EXW,ES-Spain,BR,Sao Paulo,1147,954-781868,24.9,0.022,STANDARD,13/01/2023,15/01/2023,2,5,
Importação,Aéreo,986381,EXW,CH-Switzerland,BR,Campinas,1146,954-781869,4.6,0.032,STANDARD,13/01/2023,16/01/2023,3,3,
Importação,Aéreo,986382,EXW,DE-Germany,BR,Campinas,1146,954-781870,21.5,0.018,STANDARD,14/01/2023,22/01/2023,8,5,
Importação,Aéreo,986383,EXW,DE-Germany,BR,Campinas,1146,954-781871,37.8,0.432,STANDARD,14/01/2023,16/01/2023,2,4,
Importação,Aéreo,986384,EXW,DE-Germany,BR,Campinas,1146,954-781872,3.7,0.018,STANDARD,14/01/2023,16/01/2023,2,4,
Importação,Aéreo,986385,EXW,DE-Germany,BR,Campinas,1146,954-781873,17.0,0.113,STANDARD,14/01/2023,17/01/2023,3,4,
Importação,Aéreo,986386,EXW,FR-France,BR,Campinas,1147,954-781874,23.0,0.114,STANDARD,14/01/2023,16/01/2023,2,4,
Importação,Aéreo,986387,EXW,DE-Germany,BR,Campinas,1146,954-781875,3.0,0.027,STANDARD,14/01/2023,16/01/2023,2,4,
Importação,Aéreo,986388,EXW,DE-Germany,BR,Campinas,1146,954-781876,23.0,0.114,STANDARD,14/01/2023,16/01/2023,2,4,
Importação,Aéreo,986389,EXW,DE-Germany,BR,Campinas,1146,954-781877,14.1,0.006,STANDARD,14/01/2023,16/01/2023,2,4,
Importação,Aéreo,986390,EXW,DE-Germany,BR,Campinas,1146,954-781878,6.0,0.011,STANDARD,14/01/2023,16/01/2023,2,4,
Importação,Aéreo,986391,EXW,DE-Germany,BR,Campinas,1146,954-781879,56.5,0.24,STANDARD,14/01/2023,16/01/2023,2,4,
Importação,Aéreo,986392,EXW,DE-Germany,BR,Campinas,1146,954-781880,18.6,0.034,STANDARD,14/01/2023,16/01/2023,2,4,
Importação,Aéreo,986393,EXW,DE-Germany,BR,Campinas,1146,954-781881,175.0,0.946,STANDARD,14/01/2023,16/01/2023,2,4,
Importação,Aéreo,986394,EXW,DE-Germany,BR,Campinas,1146,954-781882,4.2,0.009,EMERGENCY,14/01/2023,16/01/2023,2,4,
Importação,Aéreo,986395,EXW,DE-Germany,BR,Campinas,1146,954-781883,25.2,0.107,STANDARD,14/01/2023,17/01/2023,3,4,
Importação,Aéreo,986396,FOB,DE-Germany,BR,Campinas,1146,954-781884,44.0,0.362,STANDARD,14/01/2023,17/01/2023,3,4,E06
Importação,Aéreo,986397,EXW,DE-Germany,BR,Campinas,1146,954-781885,176.0,1.094,STANDARD,14/01/2023,16/01/2023,2,4,
Importação,Aéreo,986398,EXW,DE-Germany,BR,Campinas,1146,954-781886,5.0,0.019,STANDARD,14/01/2023,16/01/2023,2,4,
Importação,Aéreo,986399,EXW,DE-Germany,BR,Campinas,1146,954-781887,40.2,0.15,STANDARD,14/01/2023,16/01/2023,2,4,
Importação,Aéreo,986400,EXW,DE-Germany,BR,Sao Paulo,1146,954-781888,33.0,0.269,STANDARD,14/01/2023,16/01/2023,2,4,
Importação,Aéreo,986401,EXW,DE-Germany,BR,Campinas,1146,954-781889,78.0,0.35,STANDARD,14/01/2023,17/01/2023,3,4,
Importação,Aéreo,986402,EXW,DE-Germany,BR,Campinas,1146,954-781890,1.5,0.007,STANDARD,14/01/2023,23/01/2023,9,4,
Importação,Aéreo,986403,EXW,DE-Germany,BR,Campinas,1146,954-781891,0.5,0.008,STANDARD,14/01/2023,23/01/2023,9,4,
Importação,Aéreo,986404,EXW,HU-Hungary,BR,Campinas,1146,954-781892,438.0,0.336,STANDARD,14/01/2023,18/01/2023,4,4,
Importação,Aéreo,986405,EXW,ES-Spain,BR,Sao Paulo,1147,954-781893,705.0,2.438,STANDARD,14/01/2023,21/01/2023,7,5,
Importação,Aéreo,986406,EXW,CH-Switzerland,BR,Campinas,1146,954-781894,4.1,0.032,STANDARD,14/01/2023,20/01/2023,6,3,
Importação,Aéreo,986407,EXW,DE-Germany,BR,Campinas,1146,954-781895,8.9,0.01,STANDARD,15/01/2023,22/01/2023,7,5,
Importação,Aéreo,986408,EXW,DE-Germany,BR,Campinas,1146,954-781896,405.0,3.6,STANDARD,15/01/2023,22/01/2023,7,5,
Importação,Aéreo,986409,EXW,DE-Germany,BR,Campinas,1146,954-781897,39.9,0.129,STANDARD,15/01/2023,16/01/2023,1,4,
Importação,Aéreo,986410,EXW,DE-Germany,BR,Campinas,1146,954-781898,4.0,0.027,STANDARD,15/01/2023,16/01/2023,1,4,E02
Importação,Aéreo,986411,EXW,DE-Germany,BR,Campinas,1146,954-781899,8.0,0.032,STANDARD,15/01/2023,16/01/2023,1,4,
Importação,Aéreo,986412,EXW,DE-Germany,BR,Campinas,1146,954-781900,53.0,0.066,EMERGENCY,15/01/2023,16/01/2023,1,4,
Importação,Aéreo,986413,EXW,DE-Germany,BR,Campinas,1146,954-781901,2.0,0.014,STANDARD,15/01/2023,16/01/2023,1,4,
Importação,Aéreo,986414,EXW,DE-Germany,BR,Campinas,1146,954-781902,963.1,1.92,STANDARD,15/01/2023,16/01/2023,1,4,
Importação,Aéreo,986415,EXW,HU-Hungary,BR,Campinas,1146,954-781903,58.6,0.96,STANDARD,15/01/2023,19/01/2023,4,4,
Importação,Aéreo,986416,EXW,IT-Italy,BR,Sao Paulo,1147,954-781904,5424.0,13.056,STANDARD,15/01/2023,24/01/2023,9,7,
Importação,Aéreo,986417,EXW,SK-Slovakia,BR,Campinas,1148,954-781905,715.0,1.11,EMERGENCY,15/01/2023,18/01/2023,3,3,
Importação,Aéreo,986418,EXW,ES-Spain,BR,Campinas,1147,954-781906,3.0,0.032,STANDARD,15/01/2023,19/01/2023,4,5,
Importação,Aéreo,986419,EXW,ES-Spain,BR,Sao Paulo,1147,954-781907,273.0,1.075,STANDARD,15/01/2023,20/01/2023,5,5,
Importação,Aéreo,986420,EXW,ES-Spain,BR,Sao Paulo,1147,954-781908,42.0,0.072,STANDARD,15/01/2023,19/01/2023,4,5,
Importação,Aéreo,986421,EXW,DE-Germany,BR,Campinas,1146,954-781909,5.0,0.027,STANDARD,16/01/2023,16/01/2023,0,4,
Importação,Aéreo,986422,EXW,DE-Germany,BR,Campinas,1146,954-781910,12.5,0.042,STANDARD,16/01/2023,16/01/2023,0,4,
Importação,Aéreo,986423,EXW,DE-Germany,BR,Campinas,1146,954-781911,18.6,0.034,STANDARD,16/01/2023,19/01/2023,3,4,
Importação,Aéreo,986424,EXW,DE-Germany,BR,Campinas,1146,954-781912,204.0,1.814,STANDARD,16/01/2023,17/01/2023,1,4,
Importação,Aéreo,986425,EXW,DE-Germany,BR,Campinas,1146,954-781913,97.2,0.288,STANDARD,16/01/2023,17/01/2023,1,4,
Importação,Aéreo,986426,EXW,DE-Germany,BR,Campinas,1146,954-781914,135.0,1.2,STANDARD,16/01/2023,16/01/2023,0,4,
Importação,Aéreo,986427,EXW,DE-Germany,BR,Campinas,1146,954-781915,66.8,0.295,STANDARD,16/01/2023,16/01/2023,0,4,
Importação,Aéreo,986428,EXW,DE-Germany,BR,Campinas,1146,954-781916,52.0,0.329,STANDARD,16/01/2023,16/01/2023,0,4,
Importação,Aéreo,986429,EXW,DE-Germany,BR,Campinas,1146,954-781917,1183.3,2.112,STANDARD,16/01/2023,16/01/2023,0,4,
Importação,Aéreo,986430,EXW,DE-Germany,BR,Campinas,1146,954-781918,236.8,0.672,STANDARD,16/01/2023,19/01/2023,3,4,
Importação,Aéreo,986431,EXW,DE-Germany,BR,Campinas,1146,954-781919,236.8,0.672,STANDARD,16/01/2023,19/01/2023,3,4,
Importação,Aéreo,986432,EXW,DE-Germany,BR,Campinas,1146,954-781920,731.0,0.528,STANDARD,16/01/2023,19/01/2023,3,4,
Importação,Aéreo,986433,EXW,DE-Germany,BR,Campinas,1146,954-781921,182.0,0.768,EMERGENCY,16/01/2023,19/01/2023,3,4,
Importação,Aéreo,986434,EXW,HU-Hungary,BR,Campinas,1146,954-781922,731.0,0.528,STANDARD,16/01/2023,19/01/2023,3,4,
Importação,Aéreo,986435,FOB,HU-Hungary,BR,Campinas,1146,954-781923,675.0,2.074,STANDARD,16/01/2023,19/01/2023,3,4,
Importação,Aéreo,986436,FOB,HU-Hungary,BR,Campinas,1146,954-781924,18.2,0.103,STANDARD,16/01/2023,19/01/2023,3,4,
Importação,Aéreo,986437,EXW,HU-Hungary,BR,Campinas,1146,954-781925,23.0,0.301,STANDARD,16/01/2023,19/01/2023,3,4,
Importação,Aéreo,986438,FOB,HU-Hungary,BR,Campinas,1146,954-781926,139.5,0.216,STANDARD,16/01/2023,19/01/2023,3,4,
Importação,Aéreo,986439,EXW,HU-Hungary,BR,Campinas,1146,954-781927,1.7,0.032,STANDARD,16/01/2023,19/01/2023,3,4,
Importação,Aéreo,986440,EXW,HU-Hungary,BR,Campinas,1146,954-781928,89.1,0.336,STANDARD,16/01/2023,17/01/2023,1,3,
Importação,Aéreo,986441,EXW,IT-Italy,BR,Sao Paulo,1147,954-781929,2712.0,5.914,STANDARD,16/01/2023,21/01/2023,5,5,
Importação,Aéreo,986442,EXW,IT-Italy,BR,Sao Paulo,1147,954-781930,116.0,0.162,STANDARD,16/01/2023,23/01/2023,7,7,
Importação,Aéreo,986443,EXW,SK-Slovakia,BR,Campinas,1148,954-781931,481.0,0.66,STANDARD,16/01/2023,20/01/2023,4,5,
Importação,Aéreo,986444,EXW,SI-Slovenia,BR,Campinas,1148,954-781932,256.0,0.461,STANDARD,16/01/2023,19/01/2023,3,6,
Importação,Aéreo,986445,EXW,CH-Switzerland,BR,Campinas,1146,954-781933,8.0,0.048,STANDARD,16/01/2023,18/01/2023,2,3,
Importação,Aéreo,986446,EXW,GB-United Kingdom,BR,Sao Paulo,1147,954-781934,2.76,0.014,STANDARD,16/01/2023,20/01/2023,4,4,
Importação,Aéreo,986447,FOB,DE-Germany,BR,Campinas,1146,954-781935,107.0,1.44,STANDARD,17/01/2023,21/01/2023,4,4,
Importação,Aéreo,986448,FOB,DE-Germany,BR,Campinas,1146,954-781936,35.0,0.202,STANDARD,17/01/2023,20/01/2023,3,4,
Importação,Aéreo,986449,EXW,DE-Germany,BR,Campinas,1146,954-781937,33.5,0.126,STANDARD,17/01/2023,20/01/2023,3,4,
Importação,Aéreo,986450,EXW,DE-Germany,BR,Campinas,1146,954-781938,282.0,0.746,STANDARD,17/01/2023,19/01/2023,2,4,
Importação,Aéreo,986451,EXW,DE-Germany,BR,Campinas,1146,954-781939,104.0,0.9,STANDARD,17/01/2023,19/01/2023,2,4,
Importação,Aéreo,986452,EXW,DE-Germany,BR,Campinas,1146,954-781940,113.0,1.15,STANDARD,17/01/2023,19/01/2023,2,4,
Importação,Aéreo,986453,EXW,DE-Germany,BR,Campinas,1146,954-781941,194.8,1.832,STANDARD,17/01/2023,19/01/2023,2,4,
Importação,Aéreo,986454,EXW,DE-Germany,BR,Campinas,1146,954-781942,33.0,0.192,STANDARD,17/01/2023,19/01/2023,2,4,
Importação,Aéreo,986455,EXW,DE-Germany,BR,Campinas,1146,954-781943,110.2,0.032,STANDARD,17/01/2023,19/01/2023,2,4,
Importação,Aéreo,986456,FOB,DE-Germany,BR,Campinas,1146,954-781944,326.0,0.736,STANDARD,17/01/2023,19/01/2023,2,4,
Importação,Aéreo,986457,EXW,HU-Hungary,BR,Campinas,1146,954-781945,28.0,0.044,STANDARD,17/01/2023,19/01/2023,2,4,
Importação,Aéreo,986458,EXW,HU-Hungary,BR,Campinas,1146,954-781946,0.7,0.002,EMERGENCY,17/01/2023,19/01/2023,2,4,
Importação,Aéreo,986459,EXW,HU-Hungary,BR,Campinas,1146,954-781947,0.3,0.004,STANDARD,17/01/2023,19/01/2023,2,4,
Importação,Aéreo,986460,EXW,HU-Hungary,BR,Campinas,1146,954-781948,3.5,0.055,STANDARD,17/01/2023,20/01/2023,3,4,
Importação,Aéreo,986461,EXW,HU-Hungary,BR,Campinas,1146,954-781949,203.0,1.814,STANDARD,17/01/2023,21/01/2023,4,4,
Importação,Aéreo,986462,EXW,HU-Hungary,BR,Campinas,1146,954-781950,5.8,0.112,STANDARD,17/01/2023,17/01/2023,0,3,
Importação,Aéreo,986463,EXW,HU-Hungary,BR,Campinas,1146,954-781951,3.5,0.055,STANDARD,17/01/2023,20/01/2023,3,4,
Importação,Aéreo,986464,EXW,HU-Hungary,BR,Campinas,1146,954-781952,1.2,0.006,STANDARD,17/01/2023,21/01/2023,4,4,
Importação,Aéreo,986465,EXW,HU-Hungary,BR,Campinas,1146,954-781953,540.0,4.8,STANDARD,17/01/2023,19/01/2023,2,4,
Importação,Aéreo,986466,EXW,HU-Hungary,BR,Campinas,1146,954-781954,8.8,0.013,STANDARD,17/01/2023,19/01/2023,2,3,
Importação,Aéreo,986467,FOB,HU-Hungary,BR,Campinas,1146,954-781955,16.0,0.072,EMERGENCY,17/01/2023,19/01/2023,2,4,
Importação,Aéreo,986468,EXW,HU-Hungary,BR,Campinas,1146,954-781956,61.0,0.125,STANDARD,17/01/2023,19/01/2023,2,4,
Importação,Aéreo,986469,EXW,HU-Hungary,BR,Campinas,1146,954-781957,20.5,0.011,STANDARD,17/01/2023,20/01/2023,3,4,
Importação,Aéreo,986470,EXW,HU-Hungary,BR,Campinas,1146,954-781958,340.2,1.683,STANDARD,17/01/2023,19/01/2023,2,4,
Importação,Aéreo,986471,FOB,HU-Hungary,BR,Campinas,1146,954-781959,16.0,0.072,EMERGENCY,17/01/2023,21/01/2023,4,4,E04
Importação,Aéreo,986472,EXW,HU-Hungary,BR,Campinas,1146,954-781960,117.1,0.912,STANDARD,17/01/2023,20/01/2023,3,4,
